risk_id,initiative_id,risk_name,risk_domain,description,likelihood,impact,control_effectiveness,status
RSK-00406,TR-0061,Compliance risk for CRM Transformation Program 061,Compliance,Potential compliance risk associated with the transformation.,1,4,58.3,Mitigated
RSK-00407,TR-0061,People & Change risk for CRM Transformation Program 061,People & Change,Potential people & change risk associated with the transformation.,3,3,35.92,Monitoring
RSK-00408,TR-0061,Operational risk for CRM Transformation Program 061,Operational,Potential operational risk associated with the transformation.,4,2,50.57,Mitigated
RSK-00409,TR-0062,Data risk for CRM Transformation Program 062,Data,Potential data risk associated with the transformation.,3,4,62.39,Open
RSK-00410,TR-0062,Operational risk for CRM Transformation Program 062,Operational,Potential operational risk associated with the transformation.,4,2,74.71,Open
RSK-00411,TR-0062,Compliance risk for CRM Transformation Program 062,Compliance,Potential compliance risk associated with the transformation.,4,3,37.13,Open
RSK-00412,TR-0062,Vendor & Dependency risk for CRM Transformation Program 062,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,1,3,72.06,Mitigated
RSK-00413,TR-0062,Technology risk for CRM Transformation Program 062,Technology,Potential technology risk associated with the transformation.,2,5,76.84,Mitigated
RSK-00414,TR-0062,Financial risk for CRM Transformation Program 062,Financial,Potential financial risk associated with the transformation.,4,4,59.13,Monitoring
RSK-00415,TR-0062,Cybersecurity risk for CRM Transformation Program 062,Cybersecurity,Potential cybersecurity risk associated with the transformation.,5,2,45.52,Open
RSK-00416,TR-0063,Technology risk for Data Platform Modernization Program 063,Technology,Potential technology risk associated with the transformation.,2,4,82.68,Open
RSK-00417,TR-0063,Financial risk for Data Platform Modernization Program 063,Financial,Potential financial risk associated with the transformation.,4,3,67.16,Open
RSK-00418,TR-0063,Operational risk for Data Platform Modernization Program 063,Operational,Potential operational risk associated with the transformation.,3,2,32.6,Open
RSK-00419,TR-0063,Cybersecurity risk for Data Platform Modernization Program 063,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,39.08,Monitoring
RSK-00420,TR-0063,People & Change risk for Data Platform Modernization Program 063,People & Change,Potential people & change risk associated with the transformation.,4,4,85.77,Open
RSK-00421,TR-0064,Financial risk for Data Platform Modernization Program 064,Financial,Potential financial risk associated with the transformation.,3,4,75.08,Accepted
RSK-00422,TR-0064,Operational risk for Data Platform Modernization Program 064,Operational,Potential operational risk associated with the transformation.,3,2,63.73,Open
RSK-00423,TR-0064,Data risk for Data Platform Modernization Program 064,Data,Potential data risk associated with the transformation.,3,3,72.52,Open
RSK-00424,TR-0064,Cybersecurity risk for Data Platform Modernization Program 064,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,1,81.76,Monitoring
RSK-00425,TR-0064,Technology risk for Data Platform Modernization Program 064,Technology,Potential technology risk associated with the transformation.,1,1,61.31,Open
RSK-00426,TR-0064,People & Change risk for Data Platform Modernization Program 064,People & Change,Potential people & change risk associated with the transformation.,4,3,85.02,Open
RSK-00427,TR-0064,Compliance risk for Data Platform Modernization Program 064,Compliance,Potential compliance risk associated with the transformation.,4,2,87.13,Accepted
RSK-00428,TR-0064,Vendor & Dependency risk for Data Platform Modernization Program 064,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,3,39.3,Mitigated
RSK-00429,TR-0065,Data risk for Data Platform Modernization Program 065,Data,Potential data risk associated with the transformation.,4,3,49.16,Open
RSK-00430,TR-0065,People & Change risk for Data Platform Modernization Program 065,People & Change,Potential people & change risk associated with the transformation.,4,3,53.49,Open
RSK-00431,TR-0065,Vendor & Dependency risk for Data Platform Modernization Program 065,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,4,40.12,Open
RSK-00432,TR-0065,Operational risk for Data Platform Modernization Program 065,Operational,Potential operational risk associated with the transformation.,4,3,49.72,Open
RSK-00433,TR-0065,Financial risk for Data Platform Modernization Program 065,Financial,Potential financial risk associated with the transformation.,4,3,74.27,Mitigated
RSK-00434,TR-0065,Cybersecurity risk for Data Platform Modernization Program 065,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,73.61,Open
RSK-00435,TR-0065,Technology risk for Data Platform Modernization Program 065,Technology,Potential technology risk associated with the transformation.,3,4,45.65,Open
RSK-00436,TR-0066,Cybersecurity risk for Legacy Application Replacement Program 066,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,26.32,Open
RSK-00437,TR-0066,Technology risk for Legacy Application Replacement Program 066,Technology,Potential technology risk associated with the transformation.,2,3,42.85,Open
RSK-00438,TR-0066,Data risk for Legacy Application Replacement Program 066,Data,Potential data risk associated with the transformation.,3,1,35.52,Open
RSK-00439,TR-0066,Vendor & Dependency risk for Legacy Application Replacement Program 066,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,3,60.65,Open
RSK-00440,TR-0066,Operational risk for Legacy Application Replacement Program 066,Operational,Potential operational risk associated with the transformation.,1,5,32.04,Open
RSK-00441,TR-0066,Compliance risk for Legacy Application Replacement Program 066,Compliance,Potential compliance risk associated with the transformation.,2,5,65.15,Monitoring
RSK-00442,TR-0067,People & Change risk for ERP Modernization Program 067,People & Change,Potential people & change risk associated with the transformation.,5,2,89.81,Open
RSK-00443,TR-0067,Compliance risk for ERP Modernization Program 067,Compliance,Potential compliance risk associated with the transformation.,4,5,28.74,Mitigated
RSK-00444,TR-0067,Data risk for ERP Modernization Program 067,Data,Potential data risk associated with the transformation.,4,4,34.7,Open
RSK-00445,TR-0067,Cybersecurity risk for ERP Modernization Program 067,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,35.07,Open
RSK-00446,TR-0067,Technology risk for ERP Modernization Program 067,Technology,Potential technology risk associated with the transformation.,5,1,71.08,Accepted
RSK-00447,TR-0067,Financial risk for ERP Modernization Program 067,Financial,Potential financial risk associated with the transformation.,1,2,68.82,Open
RSK-00448,TR-0067,Vendor & Dependency risk for ERP Modernization Program 067,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,4,63.23,Open
RSK-00449,TR-0068,Cybersecurity risk for Data Platform Modernization Program 068,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,30.58,Open
RSK-00450,TR-0068,Operational risk for Data Platform Modernization Program 068,Operational,Potential operational risk associated with the transformation.,1,5,39.46,Mitigated
RSK-00451,TR-0068,Financial risk for Data Platform Modernization Program 068,Financial,Potential financial risk associated with the transformation.,2,3,52.19,Open
RSK-00452,TR-0068,Data risk for Data Platform Modernization Program 068,Data,Potential data risk associated with the transformation.,4,5,81.89,Open
RSK-00453,TR-0068,Vendor & Dependency risk for Data Platform Modernization Program 068,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,2,84.37,Open
RSK-00454,TR-0068,Compliance risk for Data Platform Modernization Program 068,Compliance,Potential compliance risk associated with the transformation.,3,2,25.77,Open
RSK-00455,TR-0069,Compliance risk for AI Process Automation Program 069,Compliance,Potential compliance risk associated with the transformation.,3,3,62.3,Open
RSK-00456,TR-0069,Vendor & Dependency risk for AI Process Automation Program 069,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,4,33.33,Mitigated
RSK-00457,TR-0069,Operational risk for AI Process Automation Program 069,Operational,Potential operational risk associated with the transformation.,3,5,67.5,Monitoring
RSK-00458,TR-0069,Technology risk for AI Process Automation Program 069,Technology,Potential technology risk associated with the transformation.,4,5,64.88,Open
RSK-00459,TR-0069,Data risk for AI Process Automation Program 069,Data,Potential data risk associated with the transformation.,2,4,29.31,Open
RSK-00460,TR-0069,Financial risk for AI Process Automation Program 069,Financial,Potential financial risk associated with the transformation.,2,4,35.42,Monitoring
RSK-00461,TR-0069,People & Change risk for AI Process Automation Program 069,People & Change,Potential people & change risk associated with the transformation.,4,5,45.12,Open
RSK-00462,TR-0070,Compliance risk for AI Process Automation Program 070,Compliance,Potential compliance risk associated with the transformation.,3,4,30.49,Monitoring
RSK-00463,TR-0070,Data risk for AI Process Automation Program 070,Data,Potential data risk associated with the transformation.,4,2,30.17,Monitoring
RSK-00464,TR-0070,Operational risk for AI Process Automation Program 070,Operational,Potential operational risk associated with the transformation.,3,5,74.53,Monitoring
RSK-00465,TR-0070,Cybersecurity risk for AI Process Automation Program 070,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,4,86.63,Open
RSK-00466,TR-0070,Technology risk for AI Process Automation Program 070,Technology,Potential technology risk associated with the transformation.,3,3,50.56,Monitoring
RSK-00467,TR-0070,Financial risk for AI Process Automation Program 070,Financial,Potential financial risk associated with the transformation.,3,4,45.42,Open
RSK-00468,TR-0070,Vendor & Dependency risk for AI Process Automation Program 070,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,5,64.16,Open
RSK-00469,TR-0070,People & Change risk for AI Process Automation Program 070,People & Change,Potential people & change risk associated with the transformation.,4,2,41.5,Open
RSK-00470,TR-0071,Compliance risk for AI Process Automation Program 071,Compliance,Potential compliance risk associated with the transformation.,5,4,54.08,Monitoring
RSK-00471,TR-0071,Financial risk for AI Process Automation Program 071,Financial,Potential financial risk associated with the transformation.,5,3,66.76,Mitigated
RSK-00472,TR-0071,People & Change risk for AI Process Automation Program 071,People & Change,Potential people & change risk associated with the transformation.,3,5,31.34,Monitoring
RSK-00473,TR-0071,Operational risk for AI Process Automation Program 071,Operational,Potential operational risk associated with the transformation.,4,4,57.21,Monitoring
RSK-00474,TR-0071,Vendor & Dependency risk for AI Process Automation Program 071,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,2,3,42.54,Monitoring
RSK-00475,TR-0071,Cybersecurity risk for AI Process Automation Program 071,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,82.38,Open
RSK-00476,TR-0071,Technology risk for AI Process Automation Program 071,Technology,Potential technology risk associated with the transformation.,3,3,36.83,Monitoring
RSK-00477,TR-0072,Data risk for Data Platform Modernization Program 072,Data,Potential data risk associated with the transformation.,5,3,64.71,Monitoring
RSK-00478,TR-0072,Vendor & Dependency risk for Data Platform Modernization Program 072,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,3,32.4,Monitoring
RSK-00479,TR-0072,Compliance risk for Data Platform Modernization Program 072,Compliance,Potential compliance risk associated with the transformation.,4,4,45.56,Open
RSK-00480,TR-0072,Financial risk for Data Platform Modernization Program 072,Financial,Potential financial risk associated with the transformation.,3,4,84.74,Mitigated
RSK-00481,TR-0072,Operational risk for Data Platform Modernization Program 072,Operational,Potential operational risk associated with the transformation.,5,5,87.7,Open
RSK-00482,TR-0072,Technology risk for Data Platform Modernization Program 072,Technology,Potential technology risk associated with the transformation.,1,2,50.37,Open
RSK-00483,TR-0073,Operational risk for Legacy Application Replacement Program 073,Operational,Potential operational risk associated with the transformation.,3,4,37.13,Mitigated
RSK-00484,TR-0073,Compliance risk for Legacy Application Replacement Program 073,Compliance,Potential compliance risk associated with the transformation.,3,3,71.23,Monitoring
RSK-00485,TR-0073,Technology risk for Legacy Application Replacement Program 073,Technology,Potential technology risk associated with the transformation.,3,4,35.37,Monitoring
RSK-00486,TR-0073,Cybersecurity risk for Legacy Application Replacement Program 073,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,35.54,Open
RSK-00487,TR-0073,Data risk for Legacy Application Replacement Program 073,Data,Potential data risk associated with the transformation.,3,3,37.38,Open
RSK-00488,TR-0073,People & Change risk for Legacy Application Replacement Program 073,People & Change,Potential people & change risk associated with the transformation.,3,2,69.78,Mitigated
RSK-00489,TR-0073,Financial risk for Legacy Application Replacement Program 073,Financial,Potential financial risk associated with the transformation.,3,5,31.39,Open
RSK-00490,TR-0073,Vendor & Dependency risk for Legacy Application Replacement Program 073,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,4,79.8,Open
RSK-00491,TR-0074,People & Change risk for Cybersecurity Modernization Program 074,People & Change,Potential people & change risk associated with the transformation.,2,5,66.57,Monitoring
RSK-00492,TR-0074,Vendor & Dependency risk for Cybersecurity Modernization Program 074,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,5,36.95,Open
RSK-00493,TR-0074,Technology risk for Cybersecurity Modernization Program 074,Technology,Potential technology risk associated with the transformation.,4,3,33.05,Open
RSK-00494,TR-0074,Operational risk for Cybersecurity Modernization Program 074,Operational,Potential operational risk associated with the transformation.,3,2,28.7,Mitigated
RSK-00495,TR-0074,Cybersecurity risk for Cybersecurity Modernization Program 074,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,5,87.68,Open
RSK-00496,TR-0075,Compliance risk for Cybersecurity Modernization Program 075,Compliance,Potential compliance risk associated with the transformation.,2,4,89.13,Monitoring
RSK-00497,TR-0075,Operational risk for Cybersecurity Modernization Program 075,Operational,Potential operational risk associated with the transformation.,4,5,69.07,Open
RSK-00498,TR-0075,People & Change risk for Cybersecurity Modernization Program 075,People & Change,Potential people & change risk associated with the transformation.,5,3,25.28,Open
RSK-00499,TR-0075,Cybersecurity risk for Cybersecurity Modernization Program 075,Cybersecurity,Potential cybersecurity risk associated with the transformation.,5,3,56.95,Open
RSK-00500,TR-0075,Technology risk for Cybersecurity Modernization Program 075,Technology,Potential technology risk associated with the transformation.,2,2,72.26,Mitigated
RSK-00501,TR-0076,Data risk for Data Platform Modernization Program 076,Data,Potential data risk associated with the transformation.,4,4,50.22,Monitoring
RSK-00502,TR-0076,Cybersecurity risk for Data Platform Modernization Program 076,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,2,85.57,Monitoring
RSK-00503,TR-0076,Vendor & Dependency risk for Data Platform Modernization Program 076,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,5,5,67.21,Mitigated
RSK-00504,TR-0076,Technology risk for Data Platform Modernization Program 076,Technology,Potential technology risk associated with the transformation.,3,1,29.07,Open
RSK-00505,TR-0076,People & Change risk for Data Platform Modernization Program 076,People & Change,Potential people & change risk associated with the transformation.,2,3,70.58,Monitoring
RSK-00506,TR-0077,Cybersecurity risk for Legacy Application Replacement Program 077,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,4,70.21,Open
RSK-00507,TR-0077,Compliance risk for Legacy Application Replacement Program 077,Compliance,Potential compliance risk associated with the transformation.,4,4,37.66,Monitoring
RSK-00508,TR-0077,Operational risk for Legacy Application Replacement Program 077,Operational,Potential operational risk associated with the transformation.,3,3,32.29,Open
RSK-00509,TR-0077,People & Change risk for Legacy Application Replacement Program 077,People & Change,Potential people & change risk associated with the transformation.,2,2,33.62,Accepted
RSK-00510,TR-0077,Data risk for Legacy Application Replacement Program 077,Data,Potential data risk associated with the transformation.,3,3,45.94,Mitigated
RSK-00511,TR-0077,Vendor & Dependency risk for Legacy Application Replacement Program 077,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,5,44.5,Open
RSK-00512,TR-0077,Technology risk for Legacy Application Replacement Program 077,Technology,Potential technology risk associated with the transformation.,4,3,77.12,Mitigated
RSK-00513,TR-0077,Financial risk for Legacy Application Replacement Program 077,Financial,Potential financial risk associated with the transformation.,3,5,60.95,Open
RSK-00514,TR-0078,Data risk for CRM Transformation Program 078,Data,Potential data risk associated with the transformation.,1,2,70.25,Open
RSK-00515,TR-0078,Operational risk for CRM Transformation Program 078,Operational,Potential operational risk associated with the transformation.,3,3,39.83,Open
RSK-00516,TR-0078,People & Change risk for CRM Transformation Program 078,People & Change,Potential people & change risk associated with the transformation.,4,5,34.11,Accepted
RSK-00517,TR-0078,Technology risk for CRM Transformation Program 078,Technology,Potential technology risk associated with the transformation.,4,4,71.15,Monitoring
RSK-00518,TR-0078,Vendor & Dependency risk for CRM Transformation Program 078,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,3,59.67,Open
RSK-00519,TR-0078,Cybersecurity risk for CRM Transformation Program 078,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,4,27.18,Open
RSK-00520,TR-0079,Cybersecurity risk for Legacy Application Replacement Program 079,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,4,62.64,Open
RSK-00521,TR-0079,Vendor & Dependency risk for Legacy Application Replacement Program 079,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,5,74.16,Open
RSK-00522,TR-0079,Financial risk for Legacy Application Replacement Program 079,Financial,Potential financial risk associated with the transformation.,3,1,86.26,Open
RSK-00523,TR-0079,People & Change risk for Legacy Application Replacement Program 079,People & Change,Potential people & change risk associated with the transformation.,3,5,71.71,Open
RSK-00524,TR-0079,Operational risk for Legacy Application Replacement Program 079,Operational,Potential operational risk associated with the transformation.,2,1,63.98,Open
RSK-00525,TR-0079,Technology risk for Legacy Application Replacement Program 079,Technology,Potential technology risk associated with the transformation.,5,5,60.49,Monitoring
RSK-00526,TR-0079,Compliance risk for Legacy Application Replacement Program 079,Compliance,Potential compliance risk associated with the transformation.,3,2,72.93,Open
RSK-00527,TR-0080,Operational risk for ERP Modernization Program 080,Operational,Potential operational risk associated with the transformation.,4,5,51.42,Mitigated
RSK-00528,TR-0080,Technology risk for ERP Modernization Program 080,Technology,Potential technology risk associated with the transformation.,3,3,86.37,Open
RSK-00529,TR-0080,Cybersecurity risk for ERP Modernization Program 080,Cybersecurity,Potential cybersecurity risk associated with the transformation.,1,3,48.83,Open
RSK-00530,TR-0080,Data risk for ERP Modernization Program 080,Data,Potential data risk associated with the transformation.,3,5,44.0,Open
RSK-00531,TR-0080,Financial risk for ERP Modernization Program 080,Financial,Potential financial risk associated with the transformation.,3,5,35.24,Open
RSK-00532,TR-0080,Vendor & Dependency risk for ERP Modernization Program 080,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,4,76.71,Monitoring
RSK-00533,TR-0081,Operational risk for Cloud Migration Program 081,Operational,Potential operational risk associated with the transformation.,3,4,56.24,Monitoring
RSK-00534,TR-0081,Cybersecurity risk for Cloud Migration Program 081,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,3,47.5,Monitoring
RSK-00535,TR-0081,Financial risk for Cloud Migration Program 081,Financial,Potential financial risk associated with the transformation.,4,3,46.47,Monitoring
RSK-00536,TR-0081,Data risk for Cloud Migration Program 081,Data,Potential data risk associated with the transformation.,4,2,53.67,Mitigated
RSK-00537,TR-0081,Compliance risk for Cloud Migration Program 081,Compliance,Potential compliance risk associated with the transformation.,1,5,35.61,Open
RSK-00538,TR-0081,Vendor & Dependency risk for Cloud Migration Program 081,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,1,84.5,Open
RSK-00539,TR-0081,People & Change risk for Cloud Migration Program 081,People & Change,Potential people & change risk associated with the transformation.,5,3,81.31,Mitigated
RSK-00540,TR-0081,Technology risk for Cloud Migration Program 081,Technology,Potential technology risk associated with the transformation.,4,3,69.54,Open
RSK-00541,TR-0082,Compliance risk for AI Process Automation Program 082,Compliance,Potential compliance risk associated with the transformation.,5,2,32.16,Monitoring
RSK-00542,TR-0082,Vendor & Dependency risk for AI Process Automation Program 082,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,2,79.24,Open
RSK-00543,TR-0082,Technology risk for AI Process Automation Program 082,Technology,Potential technology risk associated with the transformation.,5,5,77.81,Open
RSK-00544,TR-0082,Cybersecurity risk for AI Process Automation Program 082,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,4,31.55,Monitoring
RSK-00545,TR-0082,People & Change risk for AI Process Automation Program 082,People & Change,Potential people & change risk associated with the transformation.,2,4,28.53,Open
RSK-00546,TR-0082,Data risk for AI Process Automation Program 082,Data,Potential data risk associated with the transformation.,3,4,76.14,Open
RSK-00547,TR-0082,Financial risk for AI Process Automation Program 082,Financial,Potential financial risk associated with the transformation.,5,5,47.25,Monitoring
RSK-00548,TR-0082,Operational risk for AI Process Automation Program 082,Operational,Potential operational risk associated with the transformation.,3,2,59.36,Open
RSK-00549,TR-0083,People & Change risk for AI Process Automation Program 083,People & Change,Potential people & change risk associated with the transformation.,2,4,46.37,Open
RSK-00550,TR-0083,Data risk for AI Process Automation Program 083,Data,Potential data risk associated with the transformation.,1,4,42.16,Open
RSK-00551,TR-0083,Compliance risk for AI Process Automation Program 083,Compliance,Potential compliance risk associated with the transformation.,1,3,82.13,Open
RSK-00552,TR-0083,Vendor & Dependency risk for AI Process Automation Program 083,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,4,46.33,Mitigated
RSK-00553,TR-0083,Operational risk for AI Process Automation Program 083,Operational,Potential operational risk associated with the transformation.,4,4,25.06,Open
RSK-00554,TR-0083,Cybersecurity risk for AI Process Automation Program 083,Cybersecurity,Potential cybersecurity risk associated with the transformation.,5,4,85.94,Mitigated
RSK-00555,TR-0083,Financial risk for AI Process Automation Program 083,Financial,Potential financial risk associated with the transformation.,1,4,54.32,Monitoring
RSK-00556,TR-0084,Technology risk for Legacy Application Replacement Program 084,Technology,Potential technology risk associated with the transformation.,3,3,87.84,Open
RSK-00557,TR-0084,Compliance risk for Legacy Application Replacement Program 084,Compliance,Potential compliance risk associated with the transformation.,3,4,51.62,Monitoring
RSK-00558,TR-0084,Cybersecurity risk for Legacy Application Replacement Program 084,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,5,84.09,Mitigated
RSK-00559,TR-0084,Data risk for Legacy Application Replacement Program 084,Data,Potential data risk associated with the transformation.,4,3,70.84,Mitigated
RSK-00560,TR-0084,People & Change risk for Legacy Application Replacement Program 084,People & Change,Potential people & change risk associated with the transformation.,4,4,73.73,Monitoring
RSK-00561,TR-0085,Vendor & Dependency risk for CRM Transformation Program 085,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,2,5,71.61,Monitoring
RSK-00562,TR-0085,Cybersecurity risk for CRM Transformation Program 085,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,5,51.91,Monitoring
RSK-00563,TR-0085,Operational risk for CRM Transformation Program 085,Operational,Potential operational risk associated with the transformation.,1,4,71.68,Monitoring
RSK-00564,TR-0085,Data risk for CRM Transformation Program 085,Data,Potential data risk associated with the transformation.,3,5,69.29,Open
RSK-00565,TR-0085,Technology risk for CRM Transformation Program 085,Technology,Potential technology risk associated with the transformation.,5,4,89.22,Accepted
RSK-00566,TR-0085,People & Change risk for CRM Transformation Program 085,People & Change,Potential people & change risk associated with the transformation.,5,4,64.61,Open
RSK-00567,TR-0085,Compliance risk for CRM Transformation Program 085,Compliance,Potential compliance risk associated with the transformation.,3,4,58.86,Mitigated
RSK-00568,TR-0086,Technology risk for CRM Transformation Program 086,Technology,Potential technology risk associated with the transformation.,3,1,26.07,Open
RSK-00569,TR-0086,Cybersecurity risk for CRM Transformation Program 086,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,4,76.7,Open
RSK-00570,TR-0086,Operational risk for CRM Transformation Program 086,Operational,Potential operational risk associated with the transformation.,4,2,44.73,Mitigated
RSK-00571,TR-0086,Vendor & Dependency risk for CRM Transformation Program 086,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,5,39.64,Open
RSK-00572,TR-0086,Data risk for CRM Transformation Program 086,Data,Potential data risk associated with the transformation.,3,3,89.85,Open
RSK-00573,TR-0086,Compliance risk for CRM Transformation Program 086,Compliance,Potential compliance risk associated with the transformation.,5,5,60.96,Open
RSK-00574,TR-0086,Financial risk for CRM Transformation Program 086,Financial,Potential financial risk associated with the transformation.,3,3,76.94,Open
RSK-00575,TR-0087,Data risk for AI Process Automation Program 087,Data,Potential data risk associated with the transformation.,5,5,80.95,Open
RSK-00576,TR-0087,People & Change risk for AI Process Automation Program 087,People & Change,Potential people & change risk associated with the transformation.,4,3,74.53,Open
RSK-00577,TR-0087,Cybersecurity risk for AI Process Automation Program 087,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,3,45.95,Open
RSK-00578,TR-0087,Vendor & Dependency risk for AI Process Automation Program 087,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,4,3,73.44,Open
RSK-00579,TR-0087,Technology risk for AI Process Automation Program 087,Technology,Potential technology risk associated with the transformation.,4,4,51.11,Monitoring
RSK-00580,TR-0087,Operational risk for AI Process Automation Program 087,Operational,Potential operational risk associated with the transformation.,5,5,50.38,Open
RSK-00581,TR-0087,Financial risk for AI Process Automation Program 087,Financial,Potential financial risk associated with the transformation.,4,3,77.25,Open
RSK-00582,TR-0087,Compliance risk for AI Process Automation Program 087,Compliance,Potential compliance risk associated with the transformation.,4,2,27.89,Accepted
RSK-00583,TR-0088,Operational risk for Legacy Application Replacement Program 088,Operational,Potential operational risk associated with the transformation.,3,5,25.26,Open
RSK-00584,TR-0088,Vendor & Dependency risk for Legacy Application Replacement Program 088,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,3,2,39.68,Monitoring
RSK-00585,TR-0088,Financial risk for Legacy Application Replacement Program 088,Financial,Potential financial risk associated with the transformation.,3,4,82.87,Monitoring
RSK-00586,TR-0088,Data risk for Legacy Application Replacement Program 088,Data,Potential data risk associated with the transformation.,4,3,35.38,Open
RSK-00587,TR-0088,People & Change risk for Legacy Application Replacement Program 088,People & Change,Potential people & change risk associated with the transformation.,5,4,43.04,Open
RSK-00588,TR-0088,Cybersecurity risk for Legacy Application Replacement Program 088,Cybersecurity,Potential cybersecurity risk associated with the transformation.,4,4,61.44,Mitigated
RSK-00589,TR-0088,Compliance risk for Legacy Application Replacement Program 088,Compliance,Potential compliance risk associated with the transformation.,4,4,37.33,Open
RSK-00590,TR-0089,Data risk for Cybersecurity Modernization Program 089,Data,Potential data risk associated with the transformation.,3,3,26.96,Mitigated
RSK-00591,TR-0089,Vendor & Dependency risk for Cybersecurity Modernization Program 089,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,2,2,74.13,Open
RSK-00592,TR-0089,Compliance risk for Cybersecurity Modernization Program 089,Compliance,Potential compliance risk associated with the transformation.,3,3,80.85,Open
RSK-00593,TR-0089,People & Change risk for Cybersecurity Modernization Program 089,People & Change,Potential people & change risk associated with the transformation.,3,3,38.2,Open
RSK-00594,TR-0089,Financial risk for Cybersecurity Modernization Program 089,Financial,Potential financial risk associated with the transformation.,2,2,52.11,Mitigated
RSK-00595,TR-0089,Operational risk for Cybersecurity Modernization Program 089,Operational,Potential operational risk associated with the transformation.,2,3,84.04,Mitigated
RSK-00596,TR-0089,Technology risk for Cybersecurity Modernization Program 089,Technology,Potential technology risk associated with the transformation.,4,3,52.29,Open
RSK-00597,TR-0089,Cybersecurity risk for Cybersecurity Modernization Program 089,Cybersecurity,Potential cybersecurity risk associated with the transformation.,2,3,62.43,Open
RSK-00598,TR-0090,Technology risk for Cybersecurity Modernization Program 090,Technology,Potential technology risk associated with the transformation.,3,2,72.96,Open
RSK-00599,TR-0090,Operational risk for Cybersecurity Modernization Program 090,Operational,Potential operational risk associated with the transformation.,3,3,36.99,Open
RSK-00600,TR-0090,Cybersecurity risk for Cybersecurity Modernization Program 090,Cybersecurity,Potential cybersecurity risk associated with the transformation.,3,5,64.98,Open
RSK-00601,TR-0090,Financial risk for Cybersecurity Modernization Program 090,Financial,Potential financial risk associated with the transformation.,1,4,31.0,Open
RSK-00602,TR-0090,Data risk for Cybersecurity Modernization Program 090,Data,Potential data risk associated with the transformation.,4,3,44.46,Open
RSK-00603,TR-0090,Vendor & Dependency risk for Cybersecurity Modernization Program 090,Vendor & Dependency,Potential vendor & dependency risk associated with the transformation.,1,3,82.42,Open
RSK-00604,TR-0090,Compliance risk for Cybersecurity Modernization Program 090,Compliance,Potential compliance risk associated with the transformation.,4,4,28.95,Open
RSK-00605,TR-0090,People & Change risk for Cybersecurity Modernization Program 090,People & Change,Potential people & change risk associated with the transformation.,3,4,53.54,Monitoring
RSK-00606,TR-0091,Data risk for ERP Modernization Program 091,Data,Potential data risk associated with the transformation.,4,5,55.89,Monitoring
RSK-00607,TR-0091,Operational risk for ERP Modernization Program 091,Operational,Potential operational risk associated with the transformation.,3,5,53.04,Mitigated
